order_id,order_date,channel,sku,quantity,unit_price,discount,customer_id,country,shipping_method
ORD-000019,2024-09-24,marketplace,borosilicate-food-chopper  ,2,46.75,6.19,VH-C100059,PL,express
ORD-000020,2024-09-21,amazon,B0GQ0AUTHT,1,20.42,4.88,VH-C100587,IT,standard
ORD-000021,2024-09-06,marketplace,ceramic-spatula-set ,1,22.92,0.0,VH-C100614,DE,standard
ORD-000022,2024-09-15,amazon,B0R3PJRMZ0,2,20.42,0.0,VH-C101261,IT,standard
ORD-000023,2024-09-05,amazon,B0L1F47G91,1,37.12,0.0,VH-C102124,NL,standard
ORD-000024,2024-09-10,amazon,B076GJU5HA,1,34.06,0.0,VH-C100205,ES,standard
ORD-000024,2024-09-10,amazon,B07LLE55WZ,1,74.03,0.0,VH-C100205,ES,standard
ORD-000025,2024-09-26,amazon,B00RADH5S3,1,56.18,0.0,VH-C100960,FR,standard
ORD-000026,2024-09-16,own_store,VH-1085,1,27.76,2.99,VH-C100074,DE,standard
ORD-000027,2024-09-23,amazon,B0WXUN8SX9,1,73.28,11.24,VH-C103867,ES,standard
ORD-000027,2024-09-23,amazon,B00H6QEFH6,1,71.75,0.0,VH-C103867,ES,standard
ORD-000028,2024-09-10,own_store,VH-1063,1,64.67,0.0,VH-C101307,DE,standard
ORD-000029,2024-09-30,marketplace, melamine-tumbler-set  ,1,19.46,0.0,VH-C102321,IT,standard
ORD-000029,2024-09-30,marketplace, acaia apron ,1,30.06,0.0,VH-C102321,IT,standard
ORD-000029,2024-09-30,marketplace, marbturn ,1,28.29,0.0,VH-C102321,IT,standard
ORD-000029,2024-09-30,marketplace,enmel bread bin ,2,59.47,16.75,VH-C102321,IT,standard
ORD-000030,2024-09-10,own_store,VH-1036,1,69.96,0.0,VH-C100601,AT,standard
ORD-000031,2024-09-20,own_store,VH-1057,1,89.19,0.0,VH-C105946,DE,standard
ORD-000032,2024-09-26,amazon,B0QGLWA5EL,1,9.71,0.0,VH-C102540,IT,standard
ORD-000032,2024-09-26,amazon,B0NTQBZ4V2,1,22.57,1.6,VH-C102540,IT,standard
ORD-000032,2024-09-26,amazon,B044FDSE6A,1,23.55,3.63,VH-C102540,IT,standard
ORD-000033,2024-09-15,amazon,B00RADH5S3,3,59.07,0.0,VH-C102722,IT,standard
ORD-000034,2024-09-17,own_store,VH-1024,1,24.34,4.19,VH-C100331,NL,standard
ORD-000035,2024-09-29,amazon,B0XLHGCJNR,1,24.07,0.0,VH-C100138,IT,standard
ORD-000035,2024-09-29,amazon,B0BW9EFX8S,1,63.42,0.0,VH-C100138,IT,standard
ORD-000036,2024-09-16,marketplace, vh linen frying pan ,3,101.07,0.0,VH-C100212,ES,standard
ORD-000036,2024-09-16,marketplace,slatplacset  ,2,27.16,0.0,VH-C100212,ES,standard
ORD-000037,2024-09-16,marketplace,vh marble water bottle ,1,18.37,3.13,VH-C100089,IT,standard
ORD-000038,2024-09-16,marketplace, oak_wine_glasses  ,2,8.14,0.0,VH-C102148,FR,express
ORD-000039,2024-09-15,amazon,B0PSBKCKDF,1,68.43,0.0,VH-C100319,DE,standard
ORD-000039,2024-09-15,amazon,B06RJSMPSQ,1,53.0,5.82,VH-C100319,DE,standard
ORD-000039,2024-09-15,amazon,B00RADH5S3,1,55.62,0.0,VH-C100319,DE,standard
ORD-000040,2024-09-19,amazon,B0GKVZ8140,3,14.88,0.0,VH-C101392,FR,standard
ORD-000040,2024-09-19,amazon,B0NTQBZ4V2,4,22.18,0.0,VH-C101392,FR,standard
ORD-000040,2024-09-19,amazon,B0WXUN8SX9,1,73.44,0.0,VH-C101392,FR,standard
ORD-000041,2024-09-27,own_store,VH-1019,1,27.37,0.0,VH-C102162,BE,standard
ORD-000041,2024-09-27,own_store,VH-1020,1,39.51,2.4,VH-C102162,BE,standard
ORD-000042,2024-09-05,own_store,VH-1065,1,22.53,0.0,VH-C102593,DE,standard
ORD-000043,2024-09-13,amazon,B0XS5B40FN,1,54.33,0.0,VH-C100598,BE,standard
ORD-000044,2024-09-05,amazon,B0S1TJJESE,1,55.8,0.0,VH-C102313,DE,standard
ORD-000045,2024-09-24,amazon,B0PFWXAFNA,1,8.76,0.0,VH-C102055,IT,standard
ORD-000046,2024-09-08,amazon,B0YH2UG55T,1,51.43,6.07,VH-C100012,ES,standard
ORD-000047,2024-09-18,amazon,B03RU2WGG5,2,23.28,0.0,VH-C101159,IT,standard
ORD-000047,2024-09-18,amazon,B0R6SMCWAT,1,20.61,0.0,VH-C101159,IT,standard
ORD-000048,2024-09-30,amazon,B02U1TMWTY,1,13.98,1.5,VH-C100370,IE,standard
ORD-000049,2024-09-10,marketplace, vh bamboo turner ,1,8.19,2.42,VH-C105599,DE,standard
ORD-000050,2024-09-09,amazon,B0C7PHW57Y,2,18.7,0.0,VH-C103561,DE,standard
ORD-000051,2024-09-30,amazon,B0PFWXAFNA,3,8.62,0.79,VH-C101055,DE,express
ORD-000051,2024-09-30,amazon,B0KT4D60ZK,1,94.73,0.0,VH-C101055,DE,express
ORD-000051,2024-09-30,amazon,B00RADH5S3,1,59.0,0.0,VH-C101055,DE,express
ORD-000051,2024-09-30,amazon,B09Q1GC9N5,1,20.92,2.65,VH-C101055,DE,express
ORD-000052,2024-09-09,own_store,VH-1069,2,153.92,36.66,VH-C105792,DE,express
ORD-000053,2024-09-25,own_store,VH-1059,1,31.71,0.0,VH-C101552,DE,standard
ORD-000054,2024-09-05,marketplace, cerapantbox ,2,30.89,0.0,VH-C101009,FR,express
ORD-000054,2024-09-05,marketplace, vh stainless steel muffin tray ,1,21.4,0.0,VH-C101009,FR,express
ORD-000055,2024-09-04,marketplace, vh stainless steel muffin tray  ,2,20.82,0.0,VH-C100679,FR,standard
ORD-000055,2024-09-04,marketplace,slatplacset ,3,25.53,7.03,VH-C100679,FR,standard
ORD-000055,2024-09-04,marketplace,oak gril pan ,1,68.36,0.0,VH-C100679,FR,standard
ORD-000056,2024-09-13,marketplace,vh acacia storage jar  ,1,39.59,0.0,VH-C101342,NL,standard
ORD-000057,2024-09-03,own_store,VH-1112,1,57.48,0.0,VH-C100175,DE,standard
ORD-000057,2024-09-03,own_store,VH-1081,1,72.34,12.51,VH-C100175,DE,standard
ORD-000058,2024-09-14,marketplace,vh linen frying pan ,1,92.03,0.0,VH-C104744,DE,standard
ORD-000058,2024-09-14,marketplace,vh enamel tea towel set ,1,30.16,3.74,VH-C104744,DE,standard
ORD-000059,2024-09-17,marketplace, borosilicate-food-chopper ,1,47.66,0.0,VH-C104299,FR,standard
ORD-000059,2024-09-17,marketplace,vh slate hand blender  ,1,59.38,0.0,VH-C104299,FR,standard
ORD-000060,2024-09-20,amazon,B0S1TJJESE,1,56.01,7.77,VH-C100162,IT,standard
ORD-000060,2024-09-20,amazon,B00RADH5S3,1,60.46,0.0,VH-C100162,IT,standard
ORD-000061,2024-09-23,own_store,VH-1067,1,86.49,5.37,VH-C100335,DE,express
ORD-000061,2024-09-23,own_store,VH-1092,1,36.97,0.0,VH-C100335,DE,express
ORD-000061,2024-09-23,own_store,VH-1075,2,83.92,0.0,VH-C100335,DE,express
ORD-000062,2024-09-30,own_store,VH-1060,2,47.55,11.02,VH-C100882,DE,standard
ORD-000063,2024-09-17,amazon,B0PFWXAFNA,1,8.65,0.0,VH-C102149,FR,standard
ORD-000064,2024-09-15,amazon,B07LLE55WZ,2,76.0,13.53,VH-C100136,PL,standard
ORD-000064,2024-09-15,amazon,B0NUXWWTXM,2,21.24,5.27,VH-C100136,PL,standard
ORD-000065,2024-09-26,own_store,VH-1080,1,80.48,11.01,VH-C100023,NL,express
ORD-000066,2024-09-16,own_store,VH-1034,1,43.22,0.0,VH-C105667,DE,standard
ORD-000067,2024-09-30,amazon,B0W8N8XWYK,1,28.45,0.0,VH-C100439,NL,standard
ORD-000068,2024-09-26,own_store,VH-1044,1,71.46,0.0,VH-C102449,DE,standard
ORD-000069,2024-09-02,own_store,VH-1081,1,68.49,8.61,VH-C102951,FR,standard
ORD-000070,2024-09-16,own_store,VH-1070,2,107.7,0.0,VH-C102603,DE,standard
ORD-000071,2024-09-25,amazon,B0NTQBZ4V2,2,21.23,0.0,VH-C100812,FR,standard
ORD-000071,2024-09-25,amazon,B0X2XM7B9M,2,60.48,0.0,VH-C100812,FR,standard
ORD-000072,2024-09-22,marketplace,borosilicate-grill-pan  ,1,91.27,26.4,VH-C101673,IT,express
ORD-000073,2024-09-22,marketplace,vh melamine grill pan  ,1,55.24,0.0,VH-C101767,NL,standard
ORD-000074,2024-09-29,own_store,VH-1001,1,87.66,6.95,VH-C104019,DE,standard
ORD-000074,2024-09-29,own_store,VH-1027,1,24.06,0.0,VH-C104019,DE,standard
ORD-000075,2024-09-25,marketplace, oak gril pan ,1,72.07,0.0,VH-C100565,DE,standard
ORD-000076,2024-09-26,amazon,B0XS5B40FN,1,55.11,0.0,VH-C101309,DE,standard
ORD-000077,2024-09-30,amazon,B02ZXK0X7U,1,75.48,8.46,VH-C100283,DE,standard
ORD-000078,2024-09-24,amazon,B00RADH5S3,1,59.77,0.0,VH-C100946,NL,standard
ORD-000079,2024-09-21,own_store,VH-1061,2,72.07,0.0,VH-C102163,SE,standard
ORD-000080,2024-09-29,own_store,VH-1063,1,63.79,5.6,VH-C102676,FR,express
ORD-000081,2024-09-29,amazon,B00RADH5S3,1,55.31,0.0,VH-C100753,FR,standard
ORD-000081,2024-09-29,amazon,B0NNFJVLCD,1,26.97,0.0,VH-C100753,FR,standard
ORD-000082,2024-09-23,marketplace, vh glass storage jar set of 6  ,1,36.0,3.33,VH-C106245,BE,standard
ORD-000082,2024-09-23,marketplace,vh enamel tea towel set  ,1,27.77,0.0,VH-C106245,BE,standard
ORD-000083,2024-09-24,amazon,B02ZXK0X7U,1,77.57,0.0,VH-C103150,BE,express
ORD-000083,2024-09-24,amazon,B00RADH5S3,2,58.85,0.0,VH-C103150,BE,express
ORD-000084,2024-09-23,amazon,B00LHXS3KS,2,61.51,0.0,VH-C100854,DE,express
ORD-000085,2024-09-07,marketplace,staisteestanmixe ,1,73.26,0.0,VH-C100080,FR,express
ORD-000086,2024-09-01,amazon,B0L1F47G91,1,37.78,0.0,VH-C100090,FR,standard
ORD-000086,2024-09-01,amazon,B0QRA7AREC,1,25.83,0.0,VH-C100090,FR,standard
ORD-000086,2024-09-01,amazon,B0B1RBATAH,1,34.2,0.0,VH-C100090,FR,standard
ORD-000087,2024-09-25,amazon,B00LHXS3KS,2,61.03,0.0,VH-C100828,ES,standard
ORD-000088,2024-09-14,own_store,VH-1071,1,138.25,0.0,VH-C101409,DE,standard
ORD-000089,2024-09-29,own_store,VH-1019,1,26.08,0.0,VH-C103794,AT,standard
ORD-000090,2024-09-15,own_store,VH-1028,1,31.27,0.0,VH-C100249,NL,express
ORD-000091,2024-09-24,own_store,VH-1034,2,43.08,0.0,VH-C103768,FR,standard
ORD-000092,2024-09-27,amazon,B06TDAT9ZQ,1,119.54,0.0,VH-C100132,IT,standard
ORD-000093,2024-09-06,own_store,VH-1088,2,60.85,8.1,VH-C100181,DE,standard
ORD-000094,2024-09-14,amazon,B0C14B2M8L,1,11.18,0.0,VH-C102071,IT,standard
ORD-000095,2024-09-16,own_store,VH-1015,1,117.44,0.0,VH-C102734,DE,express
ORD-000096,2024-09-16,own_store,VH-1060,2,45.73,0.0,VH-C100044,DE,express
ORD-000097,2024-09-06,own_store,VH-1009,1,25.22,0.0,VH-C105428,FR,standard
ORD-000098,2024-09-29,amazon,B0NNFJVLCD,1,26.58,0.0,VH-C101666,IT,express
ORD-000099,2024-09-02,own_store,VH-1080,1,78.79,15.59,VH-C100143,DE,standard
ORD-000099,2024-09-02,own_store,VH-1034,1,42.3,8.74,VH-C100143,DE,standard
ORD-000100,2024-09-06,amazon,B00RADH5S3,1,57.59,9.28,VH-C100131,IT,express
ORD-000100,2024-09-06,amazon,B0PFWXAFNA,1,9.19,0.0,VH-C100131,IT,express
ORD-000101,2024-09-22,amazon,B0N0SG1LUL,2,28.45,0.0,VH-C101077,ES,standard
ORD-000102,2024-09-26,own_store,VH-1064,1,76.79,11.39,VH-C100110,IE,standard
ORD-000102,2024-09-26,own_store,VH-1084,1,129.69,30.86,VH-C100110,IE,standard
ORD-000102,2024-09-26,own_store,VH-1039,3,30.8,7.84,VH-C100110,IE,standard
ORD-000102,2024-09-26,own_store,VH-1040,1,39.14,0.0,VH-C100110,IE,standard
ORD-000103,2024-09-23,own_store,VH-1069,2,146.43,0.0,VH-C102729,ES,standard
ORD-000103,2024-09-23,own_store,VH-1086,1,22.07,3.87,VH-C102729,ES,standard
ORD-000104,2024-09-01,own_store,VH-1073,1,62.48,0.0,VH-C101607,DE,express
ORD-000105,2024-09-17,own_store,VH-1019,1,26.92,0.0,VH-C100133,IT,express
ORD-000106,2024-09-12,amazon,B0TRA8NLKK,1,104.02,0.0,VH-C100008,NL,standard
ORD-000107,2024-09-06,amazon,B0DUGKZEZ8,2,15.46,0.0,VH-C100765,IT,standard
ORD-000107,2024-09-06,amazon,B0WXUN8SX9,2,73.63,0.0,VH-C100765,IT,standard
ORD-000107,2024-09-06,amazon,B0ZQ6DWCXF,2,76.24,0.0,VH-C100765,IT,standard
ORD-000108,2024-09-27,marketplace,oak placeat set ,1,25.17,0.0,VH-C100019,DE,standard
ORD-000109,2024-09-20,amazon,B0TRA8NLKK,1,113.31,0.0,VH-C104571,ES,standard
ORD-000110,2024-09-14,marketplace, vh bamboo turner ,1,8.42,2.51,VH-C100915,FR,standard
ORD-000111,2024-09-18,amazon,B00E7ZCXW5,1,102.46,0.0,VH-C101049,ES,standard
ORD-000111,2024-09-18,amazon,B03JL94SRB,2,11.37,0.0,VH-C101049,ES,standard
ORD-000112,2024-09-05,own_store,VH-1113,2,10.43,0.0,VH-C100787,DE,standard
ORD-000113,2024-09-16,marketplace, coppgrilpan  ,1,76.85,0.0,VH-C100197,ES,express
ORD-000114,2024-09-26,own_store,VH-1117,1,34.72,0.0,VH-C100978,NL,standard
ORD-000114,2024-09-26,own_store,VH-1048,1,9.93,0.0,VH-C100978,NL,standard
ORD-000114,2024-09-26,own_store,VH-1057,1,82.04,0.0,VH-C100978,NL,standard
ORD-000114,2024-09-26,own_store,VH-1032,1,18.44,5.4,VH-C100978,NL,standard
ORD-000115,2024-09-16,own_store,VH-1105,1,12.52,0.0,VH-C101804,NL,standard
ORD-000116,2024-09-13,amazon,B0WXUN8SX9,1,73.99,0.0,VH-C100202,FR,standard
ORD-000116,2024-09-13,amazon,B0LZTYNZMM,1,61.84,5.1,VH-C100202,FR,standard
ORD-000116,2024-09-13,amazon,B0N0SG1LUL,1,29.08,0.0,VH-C100202,FR,standard
ORD-000117,2024-09-06,amazon,B0WXUN8SX9,1,76.41,10.43,VH-C102404,NL,express
ORD-000117,2024-09-06,amazon,B0N4R752V5,3,96.56,0.0,VH-C102404,NL,express
ORD-000118,2024-09-17,own_store,VH-1034,2,45.87,0.0,VH-C102423,DE,standard
ORD-000118,2024-09-17,own_store,VH-1107,1,83.2,0.0,VH-C102423,DE,standard
ORD-000119,2024-09-09,own_store,VH-1027,2,24.77,3.63,VH-C103476,NL,standard
ORD-000120,2024-09-05,amazon,B0S1TJJESE,2,57.58,0.0,VH-C101246,NL,express
ORD-000121,2024-09-03,own_store,VH-1069,1,157.32,264.15,VH-C102435,SE,standard
ORD-000122,2024-09-20,own_store,VH-1085,1,27.26,4.39,VH-C100002,DE,express
ORD-000122,2024-09-20,own_store,VH-1081,3,71.18,17.05,VH-C100002,DE,express
ORD-000122,2024-09-20,own_store,VH-1069,2,147.53,15.27,VH-C100002,DE,express
ORD-000123,2024-09-07,amazon,B044FDSE6A,1,22.85,3.82,VH-C101586,DE,standard
ORD-000123,2024-09-07,amazon,B00E7ZCXW5,2,100.08,0.0,VH-C101586,DE,standard
ORD-000124,2024-09-20,amazon,B0R6SMCWAT,1,20.37,0.0,VH-C104090,FR,express
ORD-000124,2024-09-20,amazon,B044FDSE6A,2,23.72,1.85,VH-C104090,FR,express
ORD-000124,2024-09-20,amazon,B0PFWXAFNA,1,9.46,0.0,VH-C104090,FR,express
ORD-000124,2024-09-20,amazon,B0W3L9K2TT,3,30.05,6.77,VH-C104090,FR,express
ORD-000125,2024-09-11,amazon,B0R3PJRMZ0,1,21.47,0.0,VH-C101732,FR,standard
ORD-000125,2024-09-11,amazon,B0NNFJVLCD,1,26.32,0.0,VH-C101732,FR,standard
ORD-000126,2024-09-08,amazon,B0L1F47G91,2,35.96,0.0,VH-C100012,FR,standard
ORD-000127,2024-09-28,amazon,B0MT6315WC,1,92.06,0.0,VH-C101901,FR,standard
ORD-000127,2024-09-28,amazon,B0L1F47G91,1,36.29,4.67,VH-C101901,FR,standard
ORD-000128,2024-09-20,amazon,B0WXUN8SX9,1,76.39,18.34,VH-C103738,DE,standard
ORD-000128,2024-09-20,amazon,B0JJCQQ73Q,1,40.5,0.0,VH-C103738,DE,standard
ORD-000129,2024-09-01,amazon,B00RADH5S3,1,59.11,0.0,VH-C100669,FR,standard
ORD-000130,2024-09-27,own_store,VH-1062,1,12.47,0.0,VH-C102162,IE,standard
ORD-000131,2024-09-30,own_store,VH-1119,1,15.22,0.0,VH-C101010,NL,standard
ORD-000132,2024-09-30,own_store,VH-1009,1,24.7,0.0,VH-C106178,DE,standard
ORD-000133,2024-09-01,marketplace,vh acacia storage jar ,1,40.39,0.0,VH-C100165,FR,express
ORD-000134,2024-09-23,amazon,B0NNFJVLCD,1,25.9,0.0,VH-C104144,IT,standard
ORD-000135,2024-09-21,amazon,B07BFW8H1T,1,90.32,24.39,VH-C101147,FR,express
ORD-000135,2024-09-21,amazon,B0TRA8NLKK,1,110.06,17.51,VH-C101147,FR,express
ORD-000135,2024-09-21,amazon,B0WXUN8SX9,2,75.33,0.0,VH-C101147,FR,express
ORD-000136,2024-09-21,own_store,VH-1041,2,17.33,0.0,VH-C102734,IT,standard
ORD-000137,2024-09-03,amazon,B06AAM59LS,1,94.05,0.0,VH-C100015,ES,standard
ORD-000138,2024-09-19,marketplace, vh bamboo turner  ,1,8.58,0.0,VH-C103537,ES,standard
ORD-000139,2024-09-27,marketplace, enamel_water_bottle  ,1,23.23,0.0,VH-C100249,IE,standard
ORD-000139,2024-09-27,marketplace,enamel-ladle  ,1,21.44,0.0,VH-C100249,IE,standard
ORD-000139,2024-09-27,marketplace, borosilicate-grill-pan ,2,89.8,0.0,VH-C100249,IE,standard
ORD-000140,2024-09-29,marketplace, glasstorjarsetof6  ,1,36.63,0.0,VH-C106937,FR,standard
ORD-000141,2024-09-13,amazon,B0DUGKZEZ8,1,15.07,0.0,VH-C100902,DE,standard
ORD-000141,2024-09-13,amazon,B0XS5B40FN,1,55.35,10.34,VH-C100902,DE,standard
ORD-000141,2024-09-13,amazon,B00RADH5S3,3,58.18,6.34,VH-C100902,DE,standard
ORD-000142,2024-09-27,own_store,VH-1052,1,82.81,23.85,VH-C105416,NL,standard
ORD-000143,2024-09-25,own_store,VH-1032,2,19.62,0.0,VH-C103116,AT,standard
ORD-000144,2024-09-07,own_store,VH-1037,1,42.15,4.86,VH-C100137,AT,standard
ORD-000145,2024-09-12,marketplace, stoeware serving board ,2,81.71,6.82,VH-C102304,ES,express
ORD-000146,2024-09-27,own_store,VH-1076,1,29.63,0.0,VH-C100005,AT,standard
ORD-000147,2024-09-15,own_store,VH-1004,1,32.07,0.0,VH-C100098,AT,express
ORD-000148,2024-09-23,amazon,B0ZQ6DWCXF,2,81.68,0.0,VH-C103348,BE,standard
ORD-000148,2024-09-23,amazon,B00RADH5S3,2,60.92,0.0,VH-C103348,BE,standard
ORD-000149,2024-09-09,amazon,B0ZM4P1CPY,3,72.27,0.0,VH-C100269,IE,standard
ORD-000150,2024-09-02,own_store,VH-1083,1,36.71,9.72,VH-C102681,DE,standard
ORD-000150,2024-09-02,own_store,VH-1081,1,67.98,0.0,VH-C102681,DE,standard
ORD-000150,2024-09-02,own_store,VH-1041,3,17.27,0.0,VH-C102681,DE,standard
ORD-000151,2024-09-21,amazon,B06AAM59LS,1,94.67,0.0,VH-C106380,DE,standard
ORD-000151,2024-09-21,amazon,B00RADH5S3,1,56.35,0.0,VH-C106380,DE,standard
ORD-000152,2024-09-05,amazon,B0QT3U9PL7,1,34.06,0.0,VH-C102064,IT,standard
ORD-000153,2024-09-17,own_store,VH-1034,1,46.51,13.83,VH-C102800,IT,standard
ORD-000154,2024-09-22,amazon,B0HK5F3DG1,1,6.68,0.0,VH-C100070,FR,express
ORD-000155,2024-09-15,amazon,B0HGZ5AHB5,1,48.18,0.0,VH-C100980,FR,standard
ORD-000155,2024-09-15,amazon,B04FTSGMDD,1,128.49,0.0,VH-C100980,FR,standard
ORD-000155,2024-09-15,amazon,B00RADH5S3,1,59.75,9.83,VH-C100980,FR,standard
ORD-000156,2024-09-13,marketplace, ceramic nesting bols ,1,27.06,0.0,VH-C104675,SE,standard
ORD-000156,2024-09-13,marketplace, stoneware_tumbler_set ,1,27.45,0.0,VH-C104675,SE,standard
ORD-000157,2024-09-21,marketplace, vh linen frying pan ,1,96.24,0.0,VH-C100911,IT,standard
ORD-000158,2024-09-09,amazon,B0R6SMCWAT,1,21.82,4.49,VH-C100189,PL,standard
ORD-000159,2024-09-03,amazon,B0SFE1R7XM,1,19.03,4.33,VH-C100049,DE,standard
ORD-000160,2024-09-01,amazon,B04BS1RFN3,1,30.03,0.0,VH-C100115,DE,express
ORD-000161,2024-09-29,amazon,B0JJCQQ73Q,3,38.81,0.0,VH-C102435,ES,standard
ORD-000162,2024-09-08,amazon,B06TDAT9ZQ,1,119.77,21.46,VH-C105419,FR,standard
ORD-000163,2024-09-09,amazon,B04FTSGMDD,1,127.67,0.0,VH-C100117,ES,express
ORD-000164,2024-09-28,amazon,B0TRA8NLKK,1,114.68,0.0,VH-C102255,FR,standard
ORD-000165,2024-09-23,marketplace, acacsauc ,4,107.87,0.0,VH-C100073,IT,standard
ORD-000166,2024-09-20,own_store,VH-1085,1,26.91,0.0,VH-C100258,PL,express
ORD-000166,2024-09-20,own_store,VH-1061,1,70.3,17.12,VH-C100258,PL,express
ORD-000166,2024-09-20,own_store,VH-1072,1,71.25,11.27,VH-C100258,PL,express
ORD-000166,2024-09-20,own_store,VH-1055,1,113.53,0.0,VH-C100258,PL,express
ORD-000167,2024-09-22,marketplace,borocaniset  ,1,50.95,0.0,VH-C105496,DE,standard
ORD-000168,2024-09-23,amazon,B07YF2T8JE,2,40.28,0.0,VH-C100421,DE,standard
ORD-000169,2024-09-20,own_store,VH-1023,3,196.55,0.0,VH-C100702,NL,standard
ORD-000170,2024-09-02,marketplace, melamine-mug-set  ,1,9.83,0.0,VH-C100094,IE,standard
ORD-000171,2024-09-27,marketplace,vh stainless steel serving board ,2,30.83,0.0,VH-C103057,FR,standard
ORD-000172,2024-09-02,marketplace,acacsauc  ,3,108.04,0.0,VH-C100046,ES,standard
ORD-000172,2024-09-02,marketplace, marbturn  ,1,30.92,0.0,VH-C100046,ES,standard
ORD-000173,2024-09-30,own_store,VH-1060,1,48.67,13.71,VH-C101562,IE,standard
ORD-000173,2024-09-30,own_store,VH-1057,2,92.04,0.0,VH-C101562,IE,standard
ORD-000174,2024-09-24,own_store,VH-1093,1,27.44,0.0,VH-C103385,AT,standard
ORD-000175,2024-09-10,amazon,B076GJU5HA,1,33.74,0.0,VH-C100284,IT,standard
ORD-000176,2024-09-10,amazon,B0QRL5NZ0E,1,50.04,0.0,VH-C100129,PL,standard
ORD-000176,2024-09-10,amazon,B01J3QMR6K,1,32.8,0.0,VH-C100129,PL,standard
ORD-000176,2024-09-10,amazon,B0XLHGCJNR,1,22.18,1.27,VH-C100129,PL,standard
ORD-000176,2024-09-10,amazon,B0WXUN8SX9,1,74.53,21.81,VH-C100129,PL,standard
ORD-000177,2024-09-06,own_store,VH-1092,1,38.95,0.0,VH-C103363,IT,standard
ORD-000177,2024-09-06,own_store,VH-1111,1,16.35,0.0,VH-C103363,IT,standard
ORD-000178,2024-09-29,amazon,B044FDSE6A,1,23.87,0.0,VH-C103109,DE,express
ORD-000178,2024-09-29,amazon,B0L1F47G91,1,38.82,11.58,VH-C103109,DE,express
ORD-000179,2024-09-23,own_store,VH-1027,1,24.39,0.0,VH-C105210,DE,standard
ORD-000180,2024-09-01,amazon,B00RADH5S3,1,60.67,3.38,VH-C100471,DE,standard
ORD-000180,2024-09-01,amazon,B0ZM4P1CPY,1,73.52,4.22,VH-C100471,DE,standard
ORD-000181,2024-09-01,amazon,B0WXUN8SX9,1,70.67,0.0,VH-C101616,ES,standard
ORD-000181,2024-09-01,amazon,B01V4ZLB05,2,70.17,0.0,VH-C101616,ES,standard
ORD-000182,2024-09-24,own_store,VH-1081,2,69.96,0.0,VH-C100440,DE,standard
ORD-000182,2024-09-24,own_store,VH-1034,1,42.79,8.2,VH-C100440,DE,standard
ORD-000182,2024-09-24,own_store,VH-1041,1,17.46,0.0,VH-C100440,DE,standard
